year,offence_type,offence_group,source,target,value
2014,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,528
2014,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,123
2014,Male,Adult (Aged 18 and over),Threatening,Threatening - 0 Previous offences,148
2014,Male,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,66
2014,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Caution,3
2014,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Community Sentence,20
2014,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Suspended Sentence,30
2014,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Immediate Custody,89
2014,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Other,6
2014,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Suspended Sentence,9
2014,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Immediate Custody,55
2014,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Other,2
2014,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,1198
2014,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,198
2014,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,361
2014,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,646
2014,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,107
2014,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,84
2014,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Caution,5
2014,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,106
2014,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Immediate Custody,64
2014,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,23
2014,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,848
2014,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,99
2014,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,312
2014,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,406
2014,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,66
2014,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,64
2014,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Caution,4
2014,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,61
2014,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Immediate Custody,23
2014,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Other,11
2014,Male,Juvenile (Aged 10 to 17),Threatening,Threatening - 0 Previous offences,54
2014,Male,Juvenile (Aged 10 to 17),Threatening,Threatening - 1+ Previous offences,3
2014,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Caution,4
2014,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Community Sentence,25
2014,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Immediate Custody,18
2014,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Other,7
2014,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Community Sentence,1
2014,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Immediate Custody,2
2014,Not Stated,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,6
2014,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,3
2014,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,1
2014,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,1
2014,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,1
2014,Not Stated,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,10
2014,Not Stated,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,1
2014,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,8
2014,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,2
2014,Not Stated,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,1
2014,Not Stated,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,5
2014,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,2
2014,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,3
2014,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,4
2014,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,1
2014,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,3
2014,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,1
2014,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,1
2015,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,529
2015,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,142
2015,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,84
2015,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,145
2015,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,118
2015,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,91
2015,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,91
2015,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,1
2015,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,36
2015,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,46
2015,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,45
2015,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,14
2015,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,277
2015,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,43
2015,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,78
2015,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,75
2015,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,48
2015,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,39
2015,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,37
2015,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,10
2015,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,11
2015,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,19
2015,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,3
2015,Female,Adult (Aged 18 and over),Threatening,Threatening - 0 Previous offences,28
2015,Female,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,2
2015,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Caution,1
2015,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Community Sentence,7
2015,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Suspended Sentence,10
2015,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Immediate Custody,7
2015,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Other,3
2015,Female,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Immediate Custody,2
2015,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,144
2015,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,12
2015,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,61
2015,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,71
2015,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,2
2015,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,10
2015,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,5
2015,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Immediate Custody,5
2015,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,2
2015,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,51
2015,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,1
2015,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,25
2015,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,23
2015,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,1
2015,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,2
2015,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,1
2015,Female,Juvenile (Aged 10 to 17),Threatening,Threatening - 0 Previous offences,2
2015,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Community Sentence,2
2015,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,4615
2015,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,2097
2015,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,509
2015,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,1048
2015,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,1104
2015,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,1263
2015,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,691
2015,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,24
2015,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,326
2015,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,448
2015,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,1081
2015,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,218
2015,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,3428
2015,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,1160
2015,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,757
2015,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,710
2015,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,648
2015,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,856
2015,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,457
2015,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Caution,41
2015,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,169
2015,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,226
2015,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,578
2015,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,146
2015,Male,Adult (Aged 18 and over),Threatening,Threatening - 0 Previous offences,209
2015,Male,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,126
2015,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Caution,6
2015,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Community Sentence,12
2015,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Suspended Sentence,39
2015,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Immediate Custody,138
2015,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Other,14
2015,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Community Sentence,11
2015,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Suspended Sentence,21
2015,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Immediate Custody,88
2015,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Other,6
2015,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,1446
2015,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,243
2015,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,453
2015,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,782
2015,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,119
2015,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,92
2015,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Caution,3
2015,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,137
2015,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Immediate Custody,78
2015,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,25
2015,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,901
2015,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,107
2015,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,325
2015,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,427
2015,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,95
2015,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,54
2015,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Caution,6
2015,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,53
2015,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Immediate Custody,35
2015,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Other,13
2015,Male,Juvenile (Aged 10 to 17),Threatening,Threatening - 0 Previous offences,78
2015,Male,Juvenile (Aged 10 to 17),Threatening,Threatening - 1+ Previous offences,14
2015,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Caution,12
2015,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Community Sentence,38
2015,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Immediate Custody,19
2015,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Other,9
2015,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Community Sentence,6
2015,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Immediate Custody,6
2015,Male,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Other,2
2015,Not Stated,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,8
2015,Not Stated,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,1
2015,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,1
2015,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,1
2015,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,5
2015,Not Stated,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,1
2015,Not Stated,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,1
2015,Not Stated,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,9
2015,Not Stated,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,1
2015,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,5
2015,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,2
2015,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,1
2015,Not Stated,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,1
2015,Not Stated,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,1
2015,Not Stated,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,1
2015,Not Stated,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Immediate Custody,1
2015,Not Stated,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,9
2015,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,6
2015,Not Stated,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,3
2015,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,3
2015,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,2
2015,Not Stated,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,1
2015,Not Stated,Juvenile (Aged 10 to 17),Threatening,Threatening - 0 Previous offences,1
2015,Not Stated,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Community Sentence,1
2016,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,575
2016,Female,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,161
2016,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,74
2016,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,135
2016,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,166
2016,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,105
2016,Female,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,95
2016,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,1
2016,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,27
2016,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,42
2016,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,77
2016,Female,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,14
2016,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,269
2016,Female,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,35
2016,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,64
2016,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,57
2016,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,73
2016,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,36
2016,Female,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,39
2016,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,5
2016,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,7
2016,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,22
2016,Female,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,1
2016,Female,Adult (Aged 18 and over),Threatening,Threatening - 0 Previous offences,41
2016,Female,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,6
2016,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Community Sentence,4
2016,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Suspended Sentence,15
2016,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Immediate Custody,20
2016,Female,Adult (Aged 18 and over),Threatening - 0 Previous offences,Other,2
2016,Female,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Community Sentence,1
2016,Female,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Suspended Sentence,1
2016,Female,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Immediate Custody,4
2016,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,193
2016,Female,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,10
2016,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,89
2016,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,87
2016,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,3
2016,Female,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,14
2016,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,8
2016,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Immediate Custody,1
2016,Female,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,1
2016,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,78
2016,Female,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,6
2016,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,39
2016,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,33
2016,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,1
2016,Female,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,5
2016,Female,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,6
2016,Female,Juvenile (Aged 10 to 17),Threatening,Threatening - 0 Previous offences,9
2016,Female,Juvenile (Aged 10 to 17),Threatening,Threatening - 1+ Previous offences,1
2016,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Caution,2
2016,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Community Sentence,4
2016,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Immediate Custody,1
2016,Female,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Other,2
2016,Female,Juvenile (Aged 10 to 17),Threatening - 1+ Previous offences,Immediate Custody,1
2016,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 0 Previous offences,4932
2016,Male,Adult (Aged 18 and over),Blade or point,Blade or point - 1+ Previous offences,2335
2016,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Caution,474
2016,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Community Sentence,1083
2016,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Suspended Sentence,1248
2016,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Immediate Custody,1468
2016,Male,Adult (Aged 18 and over),Blade or point - 0 Previous offences,Other,659
2016,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Caution,19
2016,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Community Sentence,233
2016,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Suspended Sentence,478
2016,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Immediate Custody,1425
2016,Male,Adult (Aged 18 and over),Blade or point - 1+ Previous offences,Other,180
2016,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 0 Previous offences,3592
2016,Male,Adult (Aged 18 and over),Offensive weapon,Offensive weapon - 1+ Previous offences,1204
2016,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Caution,676
2016,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Community Sentence,738
2016,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Suspended Sentence,801
2016,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Immediate Custody,925
2016,Male,Adult (Aged 18 and over),Offensive weapon - 0 Previous offences,Other,452
2016,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Caution,40
2016,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Community Sentence,130
2016,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Suspended Sentence,249
2016,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Immediate Custody,681
2016,Male,Adult (Aged 18 and over),Offensive weapon - 1+ Previous offences,Other,104
2016,Male,Adult (Aged 18 and over),Threatening,Threatening - 0 Previous offences,326
2016,Male,Adult (Aged 18 and over),Threatening,Threatening - 1+ Previous offences,175
2016,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Caution,8
2016,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Community Sentence,24
2016,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Suspended Sentence,75
2016,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Immediate Custody,198
2016,Male,Adult (Aged 18 and over),Threatening - 0 Previous offences,Other,21
2016,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Community Sentence,9
2016,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Suspended Sentence,21
2016,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Immediate Custody,138
2016,Male,Adult (Aged 18 and over),Threatening - 1+ Previous offences,Other,7
2016,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 0 Previous offences,1657
2016,Male,Juvenile (Aged 10 to 17),Blade or point,Blade or point - 1+ Previous offences,289
2016,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Caution,511
2016,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Community Sentence,932
2016,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Immediate Custody,110
2016,Male,Juvenile (Aged 10 to 17),Blade or point - 0 Previous offences,Other,104
2016,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Caution,2
2016,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Community Sentence,157
2016,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Immediate Custody,101
2016,Male,Juvenile (Aged 10 to 17),Blade or point - 1+ Previous offences,Other,29
2016,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 0 Previous offences,1081
2016,Male,Juvenile (Aged 10 to 17),Offensive weapon,Offensive weapon - 1+ Previous offences,148
2016,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Caution,439
2016,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Community Sentence,486
2016,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Immediate Custody,80
2016,Male,Juvenile (Aged 10 to 17),Offensive weapon - 0 Previous offences,Other,76
2016,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Caution,3
2016,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Community Sentence,72
2016,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Immediate Custody,60
2016,Male,Juvenile (Aged 10 to 17),Offensive weapon - 1+ Previous offences,Other,13
2016,Male,Juvenile (Aged 10 to 17),Threatening,Threatening - 0 Previous offences,136
2016,Male,Juvenile (Aged 10 to 17),Threatening,Threatening - 1+ Previous offences,20
2016,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Caution,20
2016,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Community Sentence,61
2016,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Immediate Custody,37
2016,Male,Juvenile (Aged 10 to 17),Threatening - 0 Previous offences,Other,18
